,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.4476,0.6034,0.5384,0.1491,0.1311,0.5376,0.5745,0.428,0.4296,0.721
1,0.4528,0.6078,0.5374,0.1499,0.1328,0.5402,0.5752,0.4364,0.4308,0.7139
2,0.4447,0.6017,0.5366,0.1454,0.1278,0.5358,0.5726,0.4266,0.4282,0.7187
