,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.2723,0.5562,0.0754,0.0199,0.0125,0.7501,0.5044,0.9652,0.2765,0.0437
1,0.2749,0.5552,0.0754,0.0192,0.0121,0.7498,0.5043,0.9649,0.2749,0.0437
2,0.274,0.5547,0.077,0.0226,0.0143,0.7505,0.505,0.9655,0.2824,0.0446
