,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.3145,0.5443,0.0813,0.0675,0.0355,0.7467,0.5125,0.98,0.4275,0.0449
1,0.3145,0.5443,0.0813,0.0675,0.0355,0.7467,0.5125,0.98,0.4275,0.0449
2,0.3093,0.5414,0.0842,0.0733,0.0386,0.7475,0.5135,0.9805,0.4427,0.0465
