,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.353,0.6269,0.225,0.1923,0.1496,0.7955,0.5547,0.9663,0.5266,0.1431
1,0.3515,0.6271,0.2318,0.2019,0.1571,0.7973,0.5574,0.9675,0.5426,0.1474
2,0.3522,0.6245,0.2308,0.1973,0.1546,0.7961,0.5567,0.9659,0.5312,0.1474
