,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.4042,0.6377,0.2281,0.2292,0.1636,0.7955,0.5586,0.9787,0.6449,0.1386
1,0.3211,0.5721,0.1835,0.1299,0.1004,0.7741,0.537,0.9574,0.4328,0.1165
2,0.3433,0.5832,0.1599,0.1492,0.0998,0.7837,0.5352,0.9759,0.5222,0.0944
