cell_line,mean_MSE,mean_RMSE,mean_MAE,mean_R2,mean_PCC,mean_SCC,std_MSE,std_RMSE,std_MAE,std_R2,std_PCC,std_SCC
BT-549,52.331,7.2314,4.6864,0.6575,0.8141,0.7498,2.8189,0.1946,0.1269,0.0184,0.0113,0.0122
MCF7,56.2231,7.4948,4.6521,0.5632,0.7517,0.7233,3.3691,0.225,0.135,0.0262,0.0177,0.013
MDA-MB-231,59.9869,7.7439,5.0016,0.5548,0.7579,0.6797,2.1341,0.1369,0.0936,0.0158,0.0089,0.0133
MDA-MB-468,71.8592,8.4741,5.4724,0.6727,0.8216,0.7607,3.7392,0.2192,0.1204,0.017,0.0101,0.0079
