cell_line,mean_MSE,mean_RMSE,mean_MAE,mean_R2,mean_PCC,mean_SCC,std_MSE,std_RMSE,std_MAE,std_R2,std_PCC,std_SCC
BT-549,64.7073,8.039,5.2714,0.5765,0.774,0.7055,4.611,0.2862,0.18,0.0302,0.0135,0.01
MCF7,58.6694,7.655,4.8999,0.5442,0.7396,0.6955,4.1766,0.2648,0.1158,0.0325,0.0225,0.0132
MDA-MB-231,67.3928,8.2059,5.4547,0.4998,0.7286,0.6302,3.9049,0.2374,0.1504,0.029,0.0119,0.0092
MDA-MB-468,85.3077,9.23,6.0876,0.6114,0.7879,0.7195,6.2847,0.3378,0.2163,0.0286,0.014,0.0134
