cell_line,mean_MSE,mean_RMSE,mean_MAE,mean_R2,mean_PCC,mean_SCC,std_MSE,std_RMSE,std_MAE,std_R2,std_PCC,std_SCC
SK-MEL-2,54.639,7.3877,5.4066,0.7427,0.8629,0.7588,3.6762,0.2475,0.1735,0.0173,0.0102,0.0123
SK-MEL-28,56.5015,7.5136,4.9788,0.533,0.7369,0.6826,3.2273,0.2179,0.1652,0.0267,0.0161,0.0164
SK-MEL-5,88.9799,9.432,6.2031,0.5384,0.7381,0.6974,2.4685,0.1318,0.1174,0.0128,0.0104,0.006
UACC-257,36.2412,6.0179,4.0971,0.5919,0.7832,0.6793,1.9621,0.1605,0.1137,0.0221,0.0114,0.0183
