cell_line,mean_MSE,mean_RMSE,mean_MAE,mean_R2,mean_PCC,mean_SCC,std_MSE,std_RMSE,std_MAE,std_R2,std_PCC,std_SCC
OVCAR-4,59.0453,7.6806,4.8905,0.5309,0.7569,0.6242,3.5635,0.2333,0.167,0.0283,0.0109,0.0224
OVCAR-5,69.0584,8.3074,5.3679,0.5398,0.7398,0.6435,3.5772,0.2133,0.1505,0.0238,0.0111,0.018
OVCAR-8,78.7609,8.8684,6.0945,0.5524,0.7538,0.7113,5.9702,0.334,0.1904,0.0339,0.0186,0.0128
SK-OV-3,52.6476,7.2548,5.016,0.6218,0.7924,0.7009,1.7901,0.1227,0.1263,0.0129,0.006,0.0143
