cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
OVCAR-4,0.5526,0.7945,0.4338,0.3717,0.3447,0.8282,0.6415,0.9528,0.6394,0.3302,0.0165,0.011,0.0274,0.0229,0.0254,0.0056,0.0134,0.0102,0.0369,0.0334
OVCAR-5,0.4836,0.7444,0.3117,0.2768,0.2248,0.7901,0.586,0.9645,0.6477,0.2075,0.0223,0.0129,0.0325,0.0279,0.0261,0.0067,0.0115,0.0122,0.0727,0.03
OVCAR-8,0.5849,0.8042,0.4631,0.4178,0.384,0.8439,0.6551,0.9645,0.7047,0.3456,0.0213,0.0106,0.0273,0.0341,0.0311,0.0085,0.013,0.0083,0.0509,0.0239
SK-OV-3,0.555,0.7787,0.4312,0.3646,0.3318,0.8067,0.6362,0.951,0.6651,0.3214,0.0212,0.0108,0.0384,0.0343,0.0363,0.0085,0.0173,0.0123,0.0485,0.0404
