cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
SK-MEL-2,0.5074,0.7823,0.419,0.3207,0.3054,0.7965,0.6317,0.9245,0.5591,0.3388,0.0395,0.0176,0.0488,0.0454,0.048,0.0122,0.0237,0.0181,0.0458,0.0554
SK-MEL-28,0.3876,0.7471,0.232,0.1865,0.1546,0.8095,0.5577,0.9599,0.4726,0.1556,0.0167,0.01,0.0403,0.0316,0.0331,0.0052,0.0141,0.0096,0.04,0.0346
SK-MEL-5,0.3684,0.7364,0.2344,0.2037,0.1686,0.8317,0.562,0.9673,0.4889,0.1568,0.0234,0.0115,0.0552,0.0445,0.0454,0.0051,0.0184,0.0095,0.0534,0.0437
UACC-257,0.5051,0.772,0.4051,0.3111,0.2919,0.791,0.6243,0.929,0.5686,0.3197,0.0246,0.0108,0.0587,0.0457,0.0528,0.0078,0.028,0.0158,0.0295,0.0692
