cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
OVCAR-4,0.4984,0.7724,0.3684,0.3162,0.2818,0.8184,0.6125,0.9556,0.6111,0.2693,0.0119,0.0128,0.0522,0.0319,0.0428,0.0056,0.0223,0.0152,0.044,0.0576
OVCAR-5,0.4313,0.6871,0.2525,0.2153,0.168,0.7775,0.5646,0.9594,0.5875,0.1698,0.0287,0.0177,0.075,0.0389,0.0501,0.0081,0.0224,0.0243,0.0865,0.0655
OVCAR-8,0.5338,0.763,0.4011,0.3733,0.3264,0.8365,0.627,0.9703,0.7051,0.2836,0.0132,0.01,0.0436,0.0295,0.0381,0.0053,0.0189,0.0098,0.0477,0.0453
SK-OV-3,0.5319,0.7604,0.3911,0.332,0.2939,0.7999,0.6187,0.9533,0.6527,0.2841,0.0139,0.01,0.049,0.028,0.0392,0.0059,0.0199,0.0148,0.0489,0.0521
