cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
OVCAR-4,0.4963,0.7747,0.3786,0.3104,0.2846,0.8145,0.6157,0.947,0.5782,0.2845,0.0209,0.0131,0.0358,0.0253,0.0304,0.0065,0.015,0.0123,0.0414,0.0382
OVCAR-5,0.441,0.6975,0.3321,0.2512,0.2229,0.778,0.59,0.9387,0.5487,0.2413,0.0165,0.0113,0.0389,0.0371,0.0356,0.0111,0.0158,0.0181,0.0599,0.0391
OVCAR-8,0.5604,0.7802,0.4659,0.4095,0.3825,0.8406,0.6577,0.9574,0.6727,0.3579,0.0119,0.0108,0.0274,0.0237,0.0266,0.0052,0.0146,0.0081,0.0317,0.0343
SK-OV-3,0.4917,0.7546,0.3928,0.3123,0.2854,0.7927,0.6174,0.941,0.5987,0.2938,0.0213,0.0091,0.0363,0.0361,0.0363,0.0091,0.0168,0.0111,0.0432,0.0369
