cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
A2058,0.839,0.8888,0.757,0.5829,0.5587,0.7767,0.7921,0.7175,0.6834,0.8667,0.0313,0.0251,0.048,0.0856,0.0988,0.0554,0.0441,0.1198,0.0882,0.0835
A2780,0.9227,0.8675,0.8455,0.5411,0.5351,0.7942,0.7671,0.684,0.845,0.8503,0.0151,0.02,0.0152,0.0634,0.0626,0.0223,0.0414,0.1154,0.0459,0.0444
A427,0.8459,0.8769,0.7581,0.5617,0.5545,0.7783,0.7796,0.7681,0.7373,0.7912,0.0302,0.0182,0.0393,0.0648,0.0667,0.0338,0.0337,0.0753,0.0598,0.0818
NCI-H460,0.7527,0.7765,0.6148,0.4102,0.3966,0.7159,0.6917,0.8367,0.7188,0.5467,0.0339,0.032,0.0535,0.0886,0.0838,0.0416,0.0401,0.0738,0.0906,0.0714
RKO,0.4842,0.7084,0.421,0.2101,0.2078,0.6861,0.606,0.777,0.416,0.4349,0.0202,0.0202,0.0409,0.0411,0.0405,0.0245,0.0234,0.0568,0.0294,0.0867
SK-OV-3,0.7441,0.8037,0.6904,0.4297,0.4266,0.7149,0.7138,0.7268,0.6858,0.7008,0.0459,0.0224,0.0465,0.0686,0.0693,0.0337,0.0351,0.0597,0.0401,0.0805
SW837,0.6235,0.8079,0.664,0.459,0.4513,0.7367,0.7343,0.7429,0.619,0.7257,0.0456,0.035,0.0339,0.0646,0.0674,0.0393,0.031,0.0747,0.0631,0.0598
