cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
OVCAR-4,0.5347,0.7823,0.386,0.3465,0.3054,0.8267,0.6198,0.9646,0.6631,0.2751,0.0239,0.0145,0.047,0.0336,0.0419,0.0059,0.0199,0.0084,0.0359,0.0458
OVCAR-5,0.4543,0.7298,0.2585,0.2273,0.1764,0.7818,0.5662,0.9661,0.5993,0.1662,0.0175,0.0115,0.0354,0.0283,0.0282,0.0054,0.0118,0.0091,0.0506,0.0289
OVCAR-8,0.5525,0.7847,0.3913,0.3812,0.3226,0.8395,0.6222,0.9783,0.751,0.2662,0.0136,0.0108,0.0366,0.0277,0.0333,0.005,0.0152,0.0056,0.0396,0.0339
SK-OV-3,0.5181,0.7721,0.3148,0.2789,0.2285,0.7919,0.5877,0.9648,0.6429,0.2106,0.0201,0.0098,0.048,0.0401,0.0423,0.0079,0.0185,0.0098,0.0529,0.0421
