cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
SK-MEL-2,0.5664,0.8165,0.4273,0.3483,0.3254,0.8086,0.6359,0.9426,0.6129,0.3292,0.0343,0.0124,0.0521,0.052,0.0541,0.0116,0.0253,0.005,0.0424,0.0507
SK-MEL-28,0.4328,0.7707,0.2835,0.2415,0.2056,0.8182,0.5777,0.9618,0.5392,0.1936,0.0186,0.0094,0.0378,0.0316,0.0331,0.0051,0.0141,0.0074,0.0384,0.0323
SK-MEL-5,0.4036,0.7755,0.3122,0.2589,0.2338,0.8341,0.5913,0.956,0.5079,0.2267,0.0172,0.0078,0.0409,0.0389,0.0393,0.0061,0.0173,0.0068,0.0438,0.0373
UACC-257,0.5292,0.7839,0.4432,0.3425,0.3276,0.7964,0.6421,0.9242,0.5821,0.3601,0.0125,0.007,0.0384,0.0342,0.0376,0.0075,0.0203,0.0108,0.0261,0.0477
