cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
A2058,0.8296,0.8713,0.7261,0.5308,0.523,0.7651,0.7683,0.7526,0.6813,0.784,0.0338,0.024,0.0263,0.0489,0.0514,0.0285,0.0239,0.0671,0.0494,0.0599
A2780,0.913,0.8569,0.8325,0.5219,0.5179,0.7817,0.7632,0.7062,0.8482,0.8201,0.0086,0.0055,0.0175,0.0531,0.0525,0.0213,0.0321,0.0881,0.0345,0.0424
A427,0.8663,0.8948,0.7602,0.5796,0.5761,0.7915,0.7873,0.8236,0.7758,0.7509,0.0242,0.018,0.0322,0.053,0.0535,0.0267,0.027,0.0553,0.0471,0.0636
NCI-H460,0.7735,0.7926,0.6243,0.4375,0.4214,0.7294,0.7027,0.8626,0.7466,0.5429,0.028,0.0307,0.0401,0.0549,0.0523,0.0251,0.0251,0.0555,0.0624,0.0635
RKO,0.5457,0.7037,0.5064,0.3062,0.3017,0.7063,0.6613,0.7575,0.4631,0.5651,0.0207,0.0199,0.0384,0.0603,0.0616,0.0367,0.0304,0.0539,0.0501,0.0546
SK-OV-3,0.7852,0.8197,0.7072,0.4758,0.4723,0.739,0.7354,0.7778,0.7275,0.693,0.0237,0.015,0.0356,0.055,0.054,0.0263,0.0274,0.0539,0.0398,0.0696
SW837,0.681,0.819,0.6791,0.4872,0.4827,0.7551,0.749,0.7704,0.6394,0.7276,0.0293,0.0163,0.0252,0.037,0.036,0.0175,0.0203,0.0375,0.0263,0.057
