cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
A549,0.4338,0.7483,0.2715,0.2313,0.1897,0.8009,0.5717,0.9609,0.5596,0.1826,0.0369,0.019,0.0419,0.0328,0.0332,0.0079,0.0146,0.0147,0.0696,0.0384
EKVX,0.4503,0.6843,0.3624,0.2668,0.2426,0.7716,0.6011,0.927,0.5528,0.2753,0.0233,0.0194,0.0372,0.0278,0.0283,0.0106,0.0152,0.0249,0.0593,0.0492
HOP-62,0.462,0.7567,0.3643,0.3116,0.279,0.8204,0.6107,0.9571,0.6006,0.2644,0.0273,0.0139,0.0635,0.0558,0.0592,0.01,0.026,0.01,0.052,0.0561
HOP-92,0.4502,0.741,0.27,0.2143,0.1755,0.7734,0.5675,0.9547,0.5504,0.1803,0.0124,0.0111,0.038,0.0295,0.0302,0.0054,0.0128,0.0096,0.0384,0.0319
NCI-H226,0.523,0.7578,0.3818,0.2927,0.2658,0.7766,0.6106,0.9336,0.5881,0.2876,0.0306,0.0111,0.0536,0.0436,0.0471,0.0115,0.0225,0.0196,0.0564,0.0561
NCI-H460,0.3952,0.7226,0.2278,0.1593,0.1335,0.7738,0.5521,0.9465,0.4498,0.1576,0.0259,0.0169,0.0665,0.0434,0.0478,0.0061,0.0213,0.0195,0.0368,0.0599
NCI-H522,0.4296,0.7042,0.2967,0.2093,0.1831,0.7612,0.5741,0.9343,0.511,0.2139,0.0126,0.0094,0.0595,0.041,0.0459,0.0083,0.0211,0.0189,0.0466,0.0563
