cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
SK-MEL-2,0.4524,0.7153,0.0912,0.1754,0.07,0.7905,0.5231,0.9981,0.8778,0.0481,0.0115,0.0066,0.009,0.0211,0.0085,0.0018,0.0028,0.0014,0.0875,0.0049
SK-MEL-28,0.2914,0.6247,0.0877,0.1218,0.0604,0.815,0.5196,0.9915,0.5611,0.0476,0.0075,0.0048,0.0114,0.0167,0.0099,0.0014,0.0033,0.0008,0.0437,0.0065
SK-MEL-5,0.2966,0.6605,0.0765,0.1135,0.0542,0.8339,0.5171,0.993,0.5417,0.0413,0.0063,0.0067,0.0159,0.0211,0.0128,0.0015,0.0041,0.0018,0.0589,0.009
UACC-257,0.3789,0.6635,0.1012,0.1426,0.0687,0.7794,0.5233,0.9917,0.656,0.0548,0.0009,0.0011,0.0112,0.0195,0.0104,0.0021,0.0036,0.0009,0.0514,0.0062
