cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
A549,0.4164,0.7282,0.2815,0.2235,0.1915,0.797,0.5739,0.9528,0.5206,0.195,0.0286,0.018,0.0416,0.0346,0.0357,0.0083,0.0149,0.0122,0.0458,0.0348
EKVX,0.3659,0.6224,0.22,0.1529,0.1219,0.7568,0.5465,0.9486,0.4735,0.1445,0.0169,0.0151,0.029,0.0304,0.0247,0.0083,0.0097,0.0131,0.0552,0.0234
HOP-62,0.4115,0.7233,0.2991,0.2406,0.2103,0.8063,0.5816,0.9528,0.5258,0.2103,0.0246,0.014,0.0269,0.0219,0.0227,0.0052,0.0102,0.0092,0.0359,0.0259
HOP-92,0.4322,0.7273,0.2498,0.1956,0.1567,0.77,0.5596,0.9553,0.5339,0.1639,0.0207,0.0148,0.0268,0.0341,0.0268,0.0086,0.0103,0.0112,0.0631,0.0205
NCI-H226,0.4537,0.697,0.2816,0.2181,0.1803,0.7656,0.5703,0.9504,0.5554,0.1902,0.0179,0.0137,0.0352,0.0341,0.0303,0.0082,0.0125,0.0132,0.0554,0.0304
NCI-H460,0.3654,0.6683,0.2424,0.176,0.1477,0.7774,0.5568,0.9494,0.4721,0.1641,0.0188,0.0137,0.0455,0.0415,0.0388,0.0058,0.0158,0.0074,0.051,0.0362
NCI-H522,0.4174,0.6816,0.2538,0.1855,0.152,0.7606,0.5589,0.9473,0.5114,0.1706,0.0181,0.0142,0.0357,0.0322,0.0293,0.0084,0.0122,0.0145,0.0543,0.0312
