cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
A2058,0.758,0.8148,0.6674,0.4228,0.4144,0.71,0.7149,0.6912,0.6116,0.7387,0.019,0.0147,0.0434,0.0661,0.0618,0.0275,0.0341,0.0378,0.0295,0.0811
A2780,0.9301,0.8691,0.852,0.5515,0.5463,0.8008,0.7697,0.6741,0.8418,0.8654,0.0034,0.006,0.0101,0.0449,0.0478,0.0155,0.0326,0.0968,0.0355,0.0383
A427,0.7387,0.8021,0.6593,0.4102,0.4067,0.7093,0.7021,0.7639,0.6859,0.6403,0.0258,0.0101,0.0291,0.0394,0.0374,0.018,0.0194,0.052,0.0369,0.0656
NCI-H460,0.6971,0.723,0.5337,0.2864,0.278,0.6619,0.634,0.8013,0.6281,0.4667,0.0145,0.0103,0.0323,0.0347,0.035,0.0155,0.0174,0.0337,0.0281,0.0486
RKO,0.5219,0.7396,0.4853,0.2908,0.2881,0.7131,0.6497,0.7851,0.4649,0.5143,0.0175,0.0132,0.0412,0.0456,0.0434,0.0158,0.0279,0.0372,0.0263,0.0819
SK-OV-3,0.7413,0.7702,0.6386,0.3635,0.36,0.6844,0.6792,0.7399,0.6675,0.6186,0.0183,0.0129,0.0515,0.0566,0.058,0.026,0.0304,0.0426,0.0221,0.0914
SW837,0.5574,0.7812,0.6261,0.4065,0.402,0.7184,0.7064,0.7482,0.5973,0.6648,0.0237,0.0147,0.0298,0.0382,0.0354,0.0166,0.0214,0.0488,0.029,0.0756
