cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
BT-549,0.4048,0.6552,0.2149,0.1969,0.1431,0.7842,0.5521,0.9712,0.5802,0.1329,0.0207,0.0035,0.0262,0.0321,0.0235,0.0065,0.009,0.009,0.0794,0.0198
MCF7,0.3782,0.6648,0.2761,0.2059,0.1797,0.7914,0.57,0.9459,0.4846,0.194,0.0326,0.0146,0.0345,0.0401,0.0363,0.0102,0.0146,0.0114,0.0558,0.0279
MDA-MB-231,0.2908,0.5927,0.1669,0.0959,0.0783,0.774,0.5293,0.9492,0.3554,0.1095,0.0186,0.025,0.0551,0.0649,0.0539,0.0113,0.0203,0.0081,0.0964,0.0379
MDA-MB-468,0.5007,0.6597,0.2697,0.2603,0.1836,0.743,0.5708,0.9749,0.7397,0.1667,0.0021,0.0083,0.0336,0.0044,0.019,0.0007,0.0089,0.0111,0.0479,0.0289
