cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
A549,0.5939,0.8288,0.4759,0.4071,0.3848,0.8313,0.6624,0.9492,0.6574,0.3756,0.0286,0.014,0.0486,0.0459,0.0497,0.0103,0.0252,0.0105,0.0416,0.0547
EKVX,0.5225,0.7591,0.4295,0.3214,0.3056,0.7824,0.632,0.9195,0.5747,0.3445,0.0235,0.0149,0.0236,0.0223,0.0227,0.0072,0.0116,0.0132,0.0309,0.0305
HOP-62,0.5528,0.8091,0.473,0.3907,0.3773,0.8294,0.6638,0.9374,0.6045,0.3902,0.0364,0.0144,0.0512,0.0539,0.0551,0.0123,0.0269,0.0095,0.0496,0.0542
HOP-92,0.5108,0.7872,0.3786,0.2957,0.2682,0.7852,0.6099,0.9396,0.5887,0.2801,0.0163,0.0081,0.0197,0.0178,0.0176,0.0053,0.0084,0.0098,0.0303,0.0224
NCI-H226,0.6393,0.8127,0.5277,0.4491,0.4251,0.8185,0.6828,0.9468,0.7172,0.4188,0.0202,0.01,0.0349,0.0359,0.0379,0.0101,0.0191,0.009,0.0352,0.0397
NCI-H460,0.515,0.7863,0.4261,0.3268,0.3128,0.7981,0.6352,0.925,0.5613,0.3455,0.0351,0.0132,0.0565,0.0561,0.058,0.0124,0.0276,0.0098,0.0482,0.0577
NCI-H522,0.5019,0.7534,0.4283,0.3143,0.3005,0.7782,0.6309,0.9145,0.5621,0.3472,0.0152,0.008,0.0306,0.0268,0.0295,0.0059,0.0156,0.0085,0.0182,0.0371
