cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
BT-549,0.4399,0.7341,0.3467,0.2655,0.2398,0.7867,0.5977,0.9389,0.5485,0.2564,0.0273,0.0169,0.0443,0.0319,0.037,0.0063,0.0181,0.0136,0.0302,0.0465
MCF7,0.4268,0.7504,0.372,0.2748,0.2605,0.7955,0.6109,0.9243,0.5068,0.2975,0.0296,0.016,0.0431,0.0384,0.0407,0.0102,0.021,0.018,0.0394,0.0528
MDA-MB-231,0.3637,0.6911,0.2944,0.1977,0.1814,0.7794,0.5744,0.9263,0.4459,0.2224,0.0272,0.017,0.0402,0.0388,0.0372,0.0101,0.0167,0.0166,0.0513,0.0415
MDA-MB-468,0.5825,0.7713,0.4222,0.3382,0.2988,0.7606,0.6251,0.9431,0.6875,0.3071,0.0153,0.0071,0.0396,0.0273,0.0335,0.0072,0.0169,0.0127,0.0324,0.0434
