cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
BT-549,0.5729,0.798,0.46,0.3808,0.3579,0.8126,0.6512,0.9426,0.6437,0.3599,0.0143,0.0078,0.0352,0.0282,0.0332,0.0059,0.0177,0.0093,0.0231,0.0423
MCF7,0.5424,0.8119,0.4534,0.3503,0.3421,0.8089,0.6524,0.9181,0.5504,0.3866,0.0133,0.0064,0.0249,0.0248,0.026,0.0065,0.0141,0.0089,0.0222,0.0323
MDA-MB-231,0.4814,0.7688,0.4272,0.3197,0.3104,0.7983,0.6378,0.9132,0.528,0.3624,0.0202,0.008,0.0296,0.0271,0.0281,0.0087,0.0159,0.0168,0.0399,0.0426
MDA-MB-468,0.6698,0.7993,0.5432,0.4323,0.4132,0.7864,0.6838,0.9245,0.7037,0.4431,0.0058,0.005,0.0168,0.0183,0.0184,0.0064,0.0093,0.0099,0.0241,0.0221
