cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
OVCAR-4,0.48,0.7489,0.2487,0.2665,0.196,0.8192,0.5709,0.9848,0.6896,0.157,0.043,0.0223,0.1055,0.0918,0.0852,0.0095,0.0327,0.0106,0.1982,0.0734
OVCAR-5,0.4226,0.6962,0.1656,0.1702,0.1108,0.7774,0.5398,0.9804,0.5883,0.0991,0.0478,0.0391,0.0712,0.0617,0.0488,0.006,0.018,0.0119,0.2022,0.0452
OVCAR-8,0.5369,0.7835,0.2863,0.3166,0.2359,0.8318,0.5848,0.9896,0.7601,0.18,0.0508,0.0291,0.1052,0.0987,0.0892,0.0107,0.0345,0.006,0.2083,0.0739
SK-OV-3,0.4752,0.7506,0.2006,0.1946,0.1395,0.7823,0.5513,0.9778,0.5796,0.1248,0.0313,0.0228,0.0937,0.0777,0.0705,0.008,0.0274,0.0107,0.1651,0.0644
