cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
SK-MEL-2,0.4075,0.7199,0.2155,0.1681,0.1343,0.7808,0.551,0.9591,0.4853,0.143,0.0247,0.0169,0.0781,0.0612,0.0612,0.008,0.0252,0.015,0.0658,0.0616
SK-MEL-28,0.3211,0.6969,0.1762,0.1253,0.1001,0.7998,0.5373,0.9566,0.3947,0.118,0.0236,0.0167,0.0585,0.0472,0.0458,0.0116,0.0186,0.0193,0.0726,0.0476
SK-MEL-5,0.3292,0.6886,0.2303,0.1891,0.1601,0.8273,0.5604,0.9614,0.4541,0.1594,0.0234,0.0139,0.0648,0.0477,0.0507,0.006,0.0218,0.0146,0.0607,0.0558
UACC-257,0.4231,0.713,0.2005,0.179,0.1297,0.7786,0.5477,0.9699,0.5554,0.1254,0.0218,0.0082,0.06,0.0473,0.044,0.0065,0.0175,0.0132,0.0851,0.0445
