cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
OVCAR-4,0.4835,0.7691,0.3367,0.2954,0.2554,0.8166,0.5999,0.961,0.6133,0.2388,0.0244,0.0167,0.0739,0.0508,0.0628,0.008,0.0288,0.0134,0.0609,0.0679
OVCAR-5,0.4267,0.6871,0.2849,0.2229,0.1864,0.7755,0.573,0.9486,0.5493,0.1973,0.0241,0.0145,0.0496,0.0355,0.0367,0.0106,0.0163,0.0219,0.0663,0.0471
OVCAR-8,0.5543,0.7842,0.4113,0.3776,0.3349,0.8361,0.6337,0.9654,0.6955,0.302,0.0224,0.0131,0.0755,0.0481,0.065,0.0083,0.0326,0.0168,0.0705,0.0786
SK-OV-3,0.4913,0.7388,0.3241,0.2759,0.2327,0.7897,0.5916,0.9573,0.6186,0.2259,0.0205,0.0114,0.0729,0.0484,0.0577,0.0085,0.026,0.018,0.0494,0.066
