cell_line,mean_AUCPR,mean_AUROC,mean_F1,mean_MCC,mean_Kappa,mean_Accuracy,mean_Balanced_Accuracy,mean_Specificity,mean_Precision,mean_Recall,std_AUCPR,std_AUROC,std_F1,std_MCC,std_Kappa,std_Accuracy,std_Balanced_Accuracy,std_Specificity,std_Precision,std_Recall
A2058,0.838,0.8691,0.7381,0.5416,0.5198,0.7566,0.7754,0.6842,0.6437,0.8667,0.0057,0.0049,0.0171,0.0305,0.0209,0.0075,0.0145,0.0215,0.0035,0.0499
A2780,0.9067,0.863,0.8623,0.5564,0.5495,0.8083,0.7614,0.6173,0.8229,0.9057,0.0046,0.0032,0.0037,0.0148,0.0159,0.0059,0.0087,0.0174,0.0066,0.0
A427,0.8821,0.8993,0.7787,0.5863,0.5818,0.7907,0.7952,0.7569,0.7308,0.8333,0.0042,0.003,0.0102,0.0192,0.019,0.0095,0.0097,0.0098,0.0098,0.0124
NCI-H460,0.775,0.8134,0.6338,0.4441,0.4322,0.7341,0.7082,0.8639,0.7438,0.5524,0.0053,0.0025,0.0091,0.0124,0.0121,0.0056,0.006,0.0097,0.0121,0.0134
RKO,0.5665,0.7515,0.5384,0.3646,0.3642,0.7468,0.6858,0.8161,0.5224,0.5555,0.0039,0.001,0.0196,0.0265,0.0264,0.0103,0.0137,0.0082,0.0186,0.0224
SK-OV-3,0.7656,0.8053,0.7163,0.4617,0.4603,0.7305,0.7316,0.719,0.6907,0.7442,0.0034,0.0022,0.0087,0.0117,0.011,0.005,0.006,0.0092,0.0036,0.019
SW837,0.6556,0.8233,0.6881,0.5056,0.5047,0.7687,0.7566,0.799,0.6638,0.7143,0.0047,0.0048,0.0045,0.0086,0.0089,0.0048,0.0037,0.0074,0.0084,0.0
