,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.4005,0.6762,0.2358,0.2189,0.1648,0.7961,0.5598,0.9725,0.5929,0.1472
1,0.3975,0.6754,0.234,0.2196,0.1641,0.7964,0.5594,0.9735,0.5985,0.1454
2,0.4003,0.6791,0.234,0.2196,0.1641,0.7964,0.5594,0.9735,0.5985,0.1454
