,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.6519,0.7622,0.4507,0.3238,0.2832,0.7021,0.6259,0.9232,0.7172,0.3286
1,0.6487,0.7606,0.4471,0.3161,0.2771,0.6993,0.6234,0.9199,0.7072,0.3269
2,0.651,0.7622,0.4608,0.3339,0.2936,0.7058,0.6308,0.9238,0.7241,0.3379
