,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.37,0.6318,0.2025,0.1729,0.1273,0.7773,0.5464,0.9677,0.5309,0.1251
1,0.3679,0.6225,0.2017,0.1687,0.1251,0.7762,0.5457,0.9663,0.5202,0.1251
2,0.3697,0.6298,0.2016,0.1741,0.1274,0.7778,0.5464,0.9686,0.5356,0.1242
