,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.3425,0.668,0.0812,0.1153,0.0544,0.8035,0.5177,0.9917,0.5676,0.0437
1,0.3503,0.6733,0.0885,0.1224,0.0597,0.8039,0.5196,0.9912,0.575,0.0479
2,0.344,0.6694,0.078,0.1202,0.0538,0.8043,0.5175,0.9933,0.6061,0.0417
