,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.2926,0.6341,0.1365,0.0893,0.0669,0.7938,0.5238,0.9629,0.3525,0.0846
1,0.2892,0.6286,0.1335,0.0859,0.0642,0.7934,0.5228,0.9629,0.3471,0.0827
2,0.2902,0.6269,0.1306,0.0825,0.0615,0.793,0.5218,0.9629,0.3417,0.0807
