,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.3277,0.6366,0.1541,0.158,0.1056,0.8184,0.5359,0.9813,0.5195,0.0905
1,0.3186,0.6108,0.1594,0.1537,0.1067,0.8167,0.5366,0.9782,0.4941,0.095
2,0.3305,0.625,0.1641,0.1656,0.1134,0.8188,0.5388,0.9803,0.5244,0.0973
