,AUCPR,AUROC,F1,MCC,Kappa,Accuracy,Balanced_Accuracy,Specificity,Precision,Recall
0,0.3842,0.6885,0.2167,0.1724,0.1353,0.7848,0.55,0.9611,0.4938,0.1388
1,0.3857,0.6903,0.2216,0.1774,0.1398,0.7855,0.5517,0.9611,0.5,0.1424
2,0.3822,0.6886,0.2186,0.1722,0.1361,0.7844,0.5504,0.9602,0.4908,0.1406
